lemma	top	first_tag
عطوان	Z	Z99
عظاية	L	L2mfn
عف-	K	K2
عظاءة	L	L2mfn
متعاظم	S	S1.2.3
أعظمية	Z	Z99
تعفف	Z	Z99
عفة	A	A9-/G2.2
عفر-	Z	Z99
أعف	N	N5
عفيفي	Z	Z99
عظيمة	A	A1.4
عظموت	O	O4.2
ٱستعطاء	Q	Q2.2
مستعطي	I	I1.1-/S2mf
معاطاة	A	A1.1.1
معطاء	S	S1.2.2
عاظل	Z	Z99
معاظلة	N	N6
معظمة	Z	Z99
عظامي	B	B1
ٱستعظم	Z	Z99
تعظم	A	A10
عطف-	O	O4.4
عطعطة	X	X3.2
عضاه	Z	Z99
تعضية	Z	Z99
تعضيل	Z	Z99
عاضل	B	B1
معضل	A	A12
معضي	Z	Z99
عطب-	L	L1
ٱعتطب	L	L1
تعطب	Z	Z99
أعطب	A	A1.1.2
معضاد	Z	Z99
معاضد	S	S8
تعضيد	S	S8
عضد	X	X5.2
تعاضدي	S	S8
تعاضدية	I	I2.1/S5c
تعضل	Z	Z99
أعضل	Z	Z99
عضل-	S	S8
معضد	S	S8+/S2mf
تعطيب	A	A1.1.2
تعطيس	Z	Z99
عطش-	Z	Z99
معطس	B	B1
عاطوس	F	F3
عطوس	F	F3
أعطش	Z	Z99
عطعط	Q	Q2.2/X3.2
عطشجي	M	M4/S2mf
عاطش	B	B1/F2
عطسة	B	B1
عطري	X	X3.5
عطرية	X	X3.5
عطوبي	S	S1.2.5
عطوب	S	S1.2.5-/O4.1
عاطر	X	X3.5
معطرة	Z	Z99
عطس-	B	B1
عطاردي	Z	Z1/W1
عطارد	Z	Z1/W1
تعطير	Z	Z99
عفر	Z	Z99
عقر-	Z	Z99
معاقد	I	I2.1/S2mf
معقدة	K	K6
عاقر	Z	Z99
أعقر	E	E5
عقيرة	Q	Q2.1
عقارة	A	A1.5.2
عقاقيري	Z	Z99
عقور	O	O4.6
ٱعتقادية	A	A2.1-/X2.1
معقب	Q	Q2.2/S2mf
معاقب	G	G2.1
تعاقبي	N	N4
عقابي	G	G2.1
تعقيبة	Z	Z99
عقيب	Z	Z99
أعقد	A	A12
عقادة	F	F1
عقبولة	B	B2
عقبول	Z	Z5
عاقوري	Z	Z99
معقف	Z	Z99
معقوف	O	O4.4
عقفاء	Z	Z99
أعقف	O	O4.4
عقفة	O	O4.4
منعقف	Z	Z99
عقافة	O	O2
عقيلة	S	S4mf
عقل-	Z	Z99
عقف	O	O4.4
ٱنعقف	Z	Z99
عقص	Z	Z99
عقيصة	B	B5
عقص-	B	B5
معقرب	O	O4.4
معاقرة	B	B2
معقوص	O	O4.1
معقص	Z	Z99
عقف-	O	O4.4
عقعقة	Q	Q2.1
عقعق	Q	Q2.1
عقوبي	G	G2.1
عفش-	S	S9/Q1.1
عفاشة	A	A5.1
عفس	Z	Z99
عفس-	A	A1.1.2
عفارم	Z	Z99
عفص	O	O1.1
عفن	B	B2
عفن-	O	O4.2-/A2.1
عفلق	Z	Z99
عفوصة	Z	Z99
عفرتة	G	G2.2
عفريتة	Z	Z99
عوفرة	Z	Z99
عفرين	Z	Z99
عفرة	O	O1.1
عفار	O	O1.1
عفارة	O	O2
أعفر	O	O1.1
تعفير	B	B4
عفريتي	G	G2.2
تعفرت	Z	Z99
يعفور	L	L2mfn
معفر	O	O4.1
عقيقي	Z	Z99
عقوق	S	S8
عق-	S	S8
متعافي	B	B2
معفى	Z	Z99
أعق	S	S7.2
عاق	S	S8
ٱستعفاء	Q	Q2.2
تعافي	B	B2
متعفن	A	A1.1.2
عفى	A	A10
معفن	A	A1.1.2
تعفني	Z	Z99
عفونة	B	B2
تعافى	B	B2
ٱعتفى	Q	Q2.1
معافاة	S	S6
تعفية	Z	Z99
عفاء	L	L1
ٱستعفى	Z	Z99
معسور	I	I1.1
إعسار	I	I1.1
معسرة	A	A12
عسروي	M	M6
معسر	I	I1.1
متعسر	A	A12
عسف-	E	E3
عسعسة	O	O4.3
عسعس	O	O4.3
عسراوي	M	M6
عسيري	Z	Z5
معسجد	O	O4.3
عسر-	Z	Z99
عسجدي	O	O4.3
عسجد	O	O1.1
عسبر	Z	Z99
ٱستعسر	Z	Z99
تعاسر	Z	Z99
أعسر	M	M6
عاسر	Z	Z99
أعسف	N	N5.2
عيسلان	L	L3
عسلج	L	L3
معسل	X	X3.1
معسول	X	X3.1
تعسيل	B	B1
عسلوج	L	L3
عاسم	Z	Z99
تعشش	Z	Z99
عسي	X	X9.1
عاسي	O	O4.2
عسا-	A	A1.1.2
معسلة	H	H1/L2
عسالة	H	H1/L2
ٱعتساف	A	A6.1
متعسف	S	S7.1+/S2mf
عسوف	S	S7.1+/S2mf
عسفي	A	A1.7
ٱعتسف	A	A6.1
عسقل	L	L3
عسقول	L	L3
عسال	F	F4/L2/S2mf
عسكرة	Z	Z99
عسقلان	Z	Z99
عسيب	Z	Z99
عسوب	S	S7.1+/S2.2m
ٱعتزار	S	S5
عازار	Z	Z99
عزر	Q	Q2.2/G2.1
عزر-	Q	Q2.2/G2.1
عزرائيل	Z	Z99
عزيف	K	K2
ٱنعزل	Z	Z99
معزقة	F	F4/O2
عزق-	F	F4/O2
معزف	Z	Z99
عازب	S	S4
أعزب	S	S2.2m
عزوب	Z	Z99
عزب	S	S3.2
عزب-	Z	Z99
عزبي	Z	Z99
عزبة	F	F4/M7
عزوبية	S	S3.2
عزوبة	S	S3.2
عزلي	M	M2
عزال	B	B5
ٱنعزى	Z	Z99
ٱعتزى	Z	Z99
تعازى	Z	Z99
تعزى	Z	Z99
عزوة	S	S4T1.1.1
معزي	Z	Z99
عساس	Z	Z99
عسة	A	A15+/I3.2/S2mf
عسس	X	X2.4/S5+c
ٱعتس	Z	Z99
عزي-	Z	Z99
معتزم	X	X6
عزمة	X	X6
عازلة	Z	Z99
ٱنعزالية	Z	Z99
ٱنعزالي	G	G1.2/S5
عزوم	X	X6
عزومة	Q	Q2.2
معزم	K	K4/S2mf
ٱعتزام	X	X6
تعزيمي	Z	Z99
تعزيم	S	S9
ٱعتش	Z	Z99
تعشيش	L	L2
عصافة	F	F1
عصفر	Z	Z99
عصفة	A	A1.1.1
عصف	E	E3
أعصف	Z	Z99
معصفر	Z	Z99
عصفورية	B	B3/H1
ٱستعصم	Z	Z99
عصل	O	O4.4
عصل-	O	O4.1
عصعوص	Z	Z99
عصعص	Z	Z99
تعاصر	Z	Z99
ٱنعصر	Z	Z99
تعصر	Z	Z99
عاصر	Z	Z99
عصيدي	Z	Z99
ٱعتصر	M	M2
عصاري	T	T1.3
معصور	N	N3.4
عاصرة	Z	Z99
متعاصر	Z	Z99
تعصير	T	T1.1.2/A2.1
عصم	S	S8
عصامية	S	S7.1+c
عضض	B	B1
عضيض	O	O4.6
متعصي	A	A12
عصياني	G	G2.1
ٱعتصى	Z	Z99
عضة	B	B1
عضاض	O	O4.6
عاضد	S	S8
عضب	O	O4.4
عضوض	O	O4.6
تعاصى	Z	Z99
تعصى	Z	Z99
عصمانلي	Z	Z2
معصومية	S	S3.2/G2.2
عصيمي	Z	Z99
عاصمي	I	I1.1
عصاة	O	O2
عصاية	O	O2
عاصى	S	S8
عصى-	S	S8
عصوي	Z	Z99
عصية	Z	Z99
معتصب	K	K5.1/S2mf
ٱعتصاب	I	I3.1
معشار	Z	Z99
تعشير	Z	Z99
عشرين	T	T3
عشائري	S	S5
عشير	S	S3.1/S2mf
عشور	S	S1.2.1
عشقي	S	S3.2
تعاشق	Z	Z99
معشعش	Z	Z99
عواشر	Z	Z99
عشراوي	Z	Z99
عشاري	N	N5
أعشابي	Z	Z99
عشابة	L	L3
ٱعشوشب	Z	Z99
تعشب	Z	Z99
أعشب	Z	Z99
معشب	L	L3
عشتار	Z	Z99
أعشاري	N	N1/N2
تعاشر	Z	Z99
تعشيق	Q	Q4.3
تعشيقة	Q	Q4.3
أعصب	B	B5
عصب-	E	E2
عصص	Z	Z99
ٱعتصب	G	G2.1
عصاب	B	B3/O2
تعصبي	X	X5.2
تعصيب	Z	Z99
عصابية	B	B2
عص-	O	O4.5/A2.1
عشوائية	A	A1.7
عشم-	Z	Z99
عشم	O	O1.2
معشق	N	N5
معشوقة	E	E2
عواشق	Z	Z99
أعشم	O	O1.2
عشواء	W	W2
عشاوة	W	W2
عشوة	W	W2
تعشى	F	F1
عقيلان	Z	Z99
عيرة	A	A5.4
إعارة	A	A9
عويران	Z	Z99
تعاور	A	A6.1
عور	Z	Z99
إعاري	A	A9
عوز-	Z	Z99
معور	S	S1.2.5
ٱستعاري	Q	Q3
عار-	Z	Z99
تعويذي	Z	Z99
عائدية	S	S5+c
معود	A	A6.2
ٱعتياد	Z	Z99
معاود	N	N6
عاذ	Z	Z99
عوذة	B	B5/A10-/S9
أعاذ	S	S8+/A15
أعوز	I	I1.1
عازة	I	I1.1
عواض	Z	Z99
عويضة	Z	Z99
عوضي	Z	Z99
ٱعتاض	Z	Z99
تعاوضي	Z	Z99
عائض	A	A2.1
عوف	Z	Z99
عاف	M	M1
متعاوض	A	A2.1
معوض	Z	Z99
تعاوض	Z	Z99
تعوض	Z	Z99
عوسج	Z	Z99
عوص-	Z	Z99
عاوز	X	X7
عائز	I	I1.1
إعواز	I	I1.1
ٱعتوص	Z	Z99
ٱعتاص	Z	Z99
أعاض	A	A2.1
عاوض	A	A2.1
ٱعتياص	A	A12
أعوص	N	N5
معوج	Q	Q2.2
عنقود	S	S5
تعنقد	S	S5
متعانق	S	S3.2
معانقة	S	S3.2
عنقاء	Z	Z99
عنقري	Z	Z99
عنقاش	Z	Z99
تعني	X	X8
معنون	S	S7.4
عناة	G	G2.1/S2mf
عاني	S	S7.1
عنقي	B	B1
تعنيف	Q	Q1.2/E2
عنفة	O	O2
عنفوان	A	A11.1
عنفي	E	E3
تعنفص	S	S1.2.3+/Q2.2
متعنفص	S	S1.2.3
عنفص	E	E3
معتني	E	E6
معتنى	A	A1.3
عاج-	Z	Z99
عوج	O	O4.4
عوج-	O	O4.4
عاهن	B	B1
عهن	O	O1.1
تعوج	Z	Z99
ٱعوج	Z	Z99
تعويج	A	A2.1
أعوج	O	O4.4
عاهرة	S	S3.2+/I3.1/S2mf
عاهر	S	S4/G2.2-/S2mf
متعهد	I	I2.1/S2mf
متعاهد	Z	Z99
عهيد	S	S3.1/S2mf
ٱستعهد	Z	Z99
تعاهد	Z	Z99
عهر-	Z	Z99
عهارة	G	G2.2-/S3.2
عهر	S	S4/G2.2-/S2mf
تعهر	Z	Z99
عوفي	Z	Z99
عوفاديا	Z	Z99
أعيل	Z	Z99
عيوف	E	E4.2+/S1.2
عيفان	E	E2
عياف	E	E2
معيل	I	I3.1/S2mf
عيناوي	Z	Z99
عوينات	Z	Z99
عوينة	O	O2
عيون	Z	Z99
عيف	E	E2
عاف-	E	E2
عير	Z	Z99
عيارة	O	O2
عارة	Z	Z99
تعاير	Z	Z99
عاير	N	N3.1
معاير	Z	Z99
عيسوي	S	S9
عياط	Q	Q2.2
عيط	Q	Q2.2
عياش	Z	Z99
ٱعتاش	A	A3
عياني	B	B1
غالو	Z	Z99
غالواي	Z	Z2
غالكينا	Z	Z99
غال	O	O2
غاستون	Z	Z99
غاليري	C	C1/H1
غاما	Q	Q3
غانة	Z	Z2
غامبيل	Z	Z99
غامبي	Z	Z2
غامبيا	Z	Z2
غازوزة	Z	Z99
غازريان	Z	Z99
غابون	Z	Z2
غابوني	Z	Z2
غابرييلا	Z	Z99
غابرييل	Z	Z1mf
غاباني	Z	Z99
غاتوسو	Z	Z99
غاديت	Z	Z99
غاري	Z	Z1m
غارنيت	Z	Z1mf
غارنر	Z	Z1mf
غارمينديا	Z	Z99
عامئذ	Z	Z99
عامذاك	Z	Z99
عولم	Z	Z99
إعوال	Q	Q2.2
عوامة	M	M4/O2
عوان	N	N6
معيوه	B	B2
معوه	B	B2
أعوه	B	B2
معوان	S	S8+/S2mf
معال	A	A2.2
عواقة	O	O2
ٱعتاق	S	S8
تعوق	Z	Z99
عوفر	Z	Z99
معاقة	M	M7
تعويق	S	S8
أعول	Q	Q2.2
تعويقي	T	T4
عوى-	E	E4.1
عاوى	E	E4.1
عيث	Z	Z99
عايد	E	E4.1
عيتاني	Z	Z99
عيتان	Z	Z99
عيدية	A	A9
معايدة	Z	Z99
عيدروس	Z	Z99
عيديد	Z	Z99
عيدي	Z	Z99
عيدو	Z	Z99
عياء	X	X9.1
عيي	X	X9.1
عواء	Z	Z99
ٱستعوى	Z	Z99
معيي	B	B1
معيى	B	B2
عائب	A	A5.1
معاب	A	A5.3
عياب	Z	Z99
عيبة	A	A1.1.2
معنعن	Q	Q4.3
عنعنة	Z	Z99
عليق	F	F1/L2
معلف	O	O2/F4
علوفة	F	F1/L2
أعلف	F	F1
عليقة	L	L3
علاق	Z	Z99
تعليقة	Z	Z99
معلاق	Z	Z99
علاقي	Z	Z99
علوق	A	A5.1
علجوم	Z	Z99
تعالج	B	B3
علالة	S	S8
علولا	Z	Z99
ٱعتل	Q	Q2.2/A5.2
تعلل	Q	Q2.2/A5.2
معلول	B	B2
علج	E	E3-/S2mf
ٱعتلج	X	X8
عليبة	O	O2
علقم	X	X3.1
تعلقم	Z	Z99
علاءالدين	Z	Z99
علاية	N	N3.7
ٱستعلى	N	N5+/A2.1
عليون	Z	Z99
معلاة	A	A11.1
معلى	O	O4.4
عال	Z	Z1m
ٱعتلاء	S	S9
تعلية	M	M2
علنية	A	A5.2
ٱعتلن	Z	Z99
عالك	F	F1/B1
ٱستعلم	Q	Q2.2
علك	O	O1
علك-	F	F1/B1
علمة	Z	Z99
أعلومة	Q	Q1.1
عالماني	S	S9
ٱستعلامي	A	A5.2
معلمي	Z	Z99
تعلامة	P	P1/S2mf
معكنن	E	E3
عكم	O	O2
عكة	Z	Z99
عكاوي	Z	Z5
عك-	Z	Z99
معقام	O	O1.2/B4
معقمة	O	O1.2/B4
عكيك	O	O4.6
عكبر	L	L3
ٱعتكر	A	A5.1-/A2.1
تعكر	A	A5.1-/A2.1
عكر-	Z	Z99
عكدة	Z	Z99
عقام	B	B2
عقمة	A	A1.5.2
عقلاء	Z	Z99
معقولية	A	A5.2
ٱعتقالي	Z	Z99
تعقلية	Z	Z99
أعقل	Z	Z99
متعقل	S	S1.2.6
معتقلي	Z	Z99
عقم-	Z	Z99
عقلنة	X	X2.1
عقلن	X	X2.1
عكار	Z	Z99
عكارة	O	O1.1
معكوسية	Z	Z99
عكش-	Z	Z99
عكوسية	Z	Z99
عكوس	A	A2.1+/A6.1
عكش	Z	Z99
عكم-	O	O2
معتكف	M	M1
عكوف	Z	Z99
عاكس	O	O2
ٱنعكاسي	B	B1
معكر	E	E3-/S2mf
متعكر	E	E6
تعكير	E	E3
عكز-	O	O4.2
تعكز	O	O4.2
معاكسة	E	E3
عكيس	O	O2
تعاكس	Z	Z99
معلا	Z	Z99
مستعلي	M	M1
عنابي	Z	Z5
عنبري	F	F2
عنابة	Z	Z99
عناب	Z	Z99
عنين	S	S7.1
عنت-	Z	Z99
عنت	Z	Z99
إعنات	E	E3
أعنت	E	E6
عنانة	Z	Z99
عنة	Z	Z99
عمياني	X	X3.4-/B2
معماة	Z	Z99
عميان	X	X3.4-/B2
عمائي	A	A1.7
عماية	X	X9.1
تعمية	A	A10
تعامي	X	X3.4
عنن	A	A10
عن-	A	A2.1
عميرام	Z	Z99
معمى	Q	Q3
متعنت	A	A2.1-/X2.1
عنتر	E	E5
عنز	L	L2mfn
عنزة	L	L2mfn
عندمي	O	O4.3
عندم	Z	Z99
عندلة	L	L2
عنيزة	S	S2mf/T3
عنصل	Z	Z99
عانس	S	S3.2-/S2.1f
عنوسة	S	S3.2
عنس-	Z	Z99
عندل	K	K2
معاندة	S	S8
متعنتر	Z	Z99
عناج	Z	Z99
تعنتر	Q	Q2.2
عنترية	E	E5
عنجري	Z	Z99
عنجهانية	E	E4.2+/S1.2
عندية	G	G1.2/X2.1
ٱستعند	Z	Z99
عندذاك	Z	Z5
عنجهاني	E	E4.2+/S1.2
عماء	Z	Z99
عمية	X	X9.1
معمودية	S	S9
معتمدية	M	M7
متعامد	Z	Z99
ٱعتمادية	A	A5.1
تعامدية	S	S5
عميري	Z	Z99
عمير	Z	Z99
ٱستعمر	M	M7/S7.1
أعمر	S	S2
تعمدي	X	X7
عميم	N	N5
عمومية	A	A4.2
تعمم	Z	Z99
علواني	Z	Z99
علوان	H	H4
تعميمي	N	N5
معمداني	S	S9
معمدان	S	S9
عمدية	Z	Z99
عمدي	X	X7
عمارية	Z	Z99
تعمين	Z	Z99
عملاقي	N	N3.2
عملقة	Z	Z99
معاميل	Z	Z99
عمه-	M	M1
تعامى	Z	Z99
تعمى	Z	Z99
عمي-	Z	Z99
عماوي	Z	Z99
تعميل	Z	Z99
عملانية	A	A1.6
معمري	Z	Z99
عمايرة	Z	Z99
معموري	Z	Z99
عامرية	Z	Z99
تعميرة	N	N5.1+/F1
عاموس	Z	Z1m
عماص	Z	Z99
عملاني	A	A1.1.1
عملياتي	A	A1.1.1
ٱعتمل	A	A1.5.1
متصدق	I	I1/S8
مصدقة	Q	Q1.2
زيح	Z	Z99
زياح	Z	Z99
ٱنزاح	M	M1
زيتونة	O	O4.3
مزيت	Z	Z99
تزيد	N	N5+/A2.1
زادة	Z	Z99
مزايدة	I	I2.2
زيود	Z	Z99
زيدان	Z	Z99
ٱستزاد	Z	Z99
مزيتة	Z	Z99
زوان	Z	Z99
زوى	I	I3.1
زوم	F	F2
زام-	X	X3.2
تزوى	I	I3.1
مزوي	O	O4.4
زيبق	O	O1.2
زيباري	Z	Z99
زيال	Z	Z99
تزيى	Z	Z99
زائدي	Z	Z99
زيليكو	Z	Z99
زيمة	Z	Z99
زيلاندي	Z	Z99
زيلاندا	Z	Z2
زيكو	Z	Z99
زيان	O	O4.1
زيناوي	Z	Z99
زيمين	Z	Z99
زيق	B	B5
أزاغ	A	A1.9
زيغ	A	A6.1
زيزفون	Z	Z99
أزيار	Z	Z99
مزداد	B	B1
زيغان	A	A6.1
زاف	Z	Z99
زيفادينوفيتش	Z	Z99
أزيف	Z	Z99
زيوف	A	A5.4
زوليك	Z	Z99
زولوجي	L	L2
زيجي	S	S4
زيج	Z	Z99
ٱزدوج	Z	Z99
زوانغ	Z	Z99
زهي	Z	Z99
مزواج	Z	Z99
ٱزدواجي	N	N1
زواد	O	O2
أزواد	O	O2
مزادة	Z	Z99
ٱزدهاء	O	O4.2
إزهاء	I	I1.1
زهوق	L	L1
أزهق	A	A1.1.2
زهق-	O	O2
ٱزدهف	Z	Z99
زهمة	Z	Z99
زهومة	Z	Z99
زهي-	Z	Z99
زهن	Z	Z99
زوادة	O	O2
زايل	A	A6.1
تزاول	N	N3.3
مزوق	O	O4.2+/A2.1
زواق	O	O4.1
زوق	Z	Z99
تزايل	T	T2
زولوجيا	Z	Z99
مزيل	O	O4.2
مزولة	Z	Z99
زوالي	Z	Z99
زاغ	L	L2
ٱستزار	Z	Z99
تزاور	Z	Z99
زورة	S	S1.1.1
ٱزورار	E	E2
تزاوغ	M	M1/A2.1
زياني	Z	Z99
مسابة	E	E3
تسبيب	Z	Z99
مسبة	E	E3
سبيب	Z	Z99
سبئي	Z	Z99
سبارتا	Z	Z99
أسبت	B	B1
سبت-	E	E3
سباهي	Z	Z99
سبايس	Z	Z99
سبة	S	S7.2
سانديني	Z	Z99
سانغينتي	Z	Z99
ساندور	Z	Z99
ساندرو	Z	Z99
ساندال	Z	Z2
سانشيز	Z	Z1mf
ساو	Z	Z99
ٱستب	Z	Z99
سايمون	Z	Z1m
سايغون	Z	Z2
ساوث	Z	Z99
سبتي	Z	Z99
سباتي	X	X5.2
سباخ	L	L2/B1
سبيخ	Z	Z99
سبخ	W	W3
تسبيخ	B	B2
سبورة	O	O1.1
سبسي	F	F3
سبس	K	K2
سابرة	Z	Z99
مسبر	O	O2
سبخ-	Z	Z99
سبحلة	Z	Z99
سبج	Z	Z99
سبح	S	S7.2+/Q2.2
سبتة	Z	Z2
مسبت	X	X5.2
سبوح	N	N3.8
مسبحة	Z	Z99
سابحة	M	M5fn
تسبحة	S	S9/K2
سانجات	Z	Z99
سانتياغو	Z	Z99
سؤر	N	N5.2+c
سارام	Z	Z99
سئر-	N	N5.2
سادي	E	E3
سادوفي	Z	Z99
سارتر	Z	Z99
ساريد	Z	Z99
ساغو	Z	Z99
ساشا	Z	Z1mf
ساسين	Z	Z99
سازانوف	Z	Z99
ساجة	K	K2
ساتان	B	B5
مزدان	O	O4.1
زينكو	O	O1.1
مزينة	B	B4/S2mf
زيانة	B	B4
زئيف	Z	Z99
زئيفي	Z	Z99
سابونيس	Z	Z99
سابل	Z	Z99
ساباتيني	Z	Z3
سابا	Z	Z99
سافت	Z	Z99
سافين	Z	Z99
سامراء	Z	Z99
سامسون	Z	Z1m
سامبراس	Z	Z1mf
سامارانش	Z	Z99
سامودرا	Z	Z99
سامية	Z	Z99
سانتاندر	Z	Z99
سانتانا	Z	Z1
سانتا	Z	Z1m/S9
سانا	Z	Z99
سآمة	B	B2
سؤوم	B	B1
سأال	X	X2.4
سالاس	Z	Z99
سؤل	Q	Q2.2
ساكيسان	Z	Z99
ساكرامنتو	Z	Z99
سالت	Z	Z99
سالونيك	Z	Z2
سئم	B	B1
أسأم	Z	Z99
ساليناس	Z	Z99
ساليساش	Z	Z99
زهف-	Z	Z99
زلال	B	B1/O1
زلالي	O	O1
زل	L	L3
زكاء	G	G2.2
أزكى	Q	Q3
زلاتكو	Z	Z99
زلج-	M	M1
زليج	O	O4.5
زلج	O	O4.5
ٱنزلج	M	M1
زكي-	N	N3.2+/A2.1
زكا-	X	X9.2
زكوب	Z	Z99
زكيبة	O	O2
زكب-	Z	Z99
زقاء	L	L2/X3.2
زقا-	E	E4.1
زكرة	Z	Z99
زكرياء	Z	Z99
زكانة	X	X9.1
مزكوم	Z	Z99
زكمة	Z	Z99
زكم-	Z	Z99
مزلج	K	K5.1
مزلاج	Z	Z99
أزلف	Z	Z99
تزلف	O	O4.4
زلف	N	N5.2+/Q2.2
زلف-	X	X4.2
زلعوم	B	B1
ٱزدلف	O	O4.4
زلفي	Z	Z99
زلفى	S	S7.2+/Q2.2
زلفة	S	S7.2+/Q2.2
زليف	X	X4.2
زلعة	Z	Z99
زلطة	O	O2
تزلزل	E	E5
زلزالي	Z	Z99
زليجي	Z	Z99
متزلج	K	K5.1/S2mf
مزلزل	M	M1
زلط-	B	B1
زلط	O	O1.1
تزلط	B	B5
زقوم	Z	Z99
ٱزدقم	B	B1
مزغل	G	G2.1
زغل-	A	A5.4
زغطة	B	B1
زغزغ	A	A10
زغلل	O	O4.2
زف-	N	N3.8
زفوف	L	L2mfn
زفة	S	S1.1.1/M1
زغرطة	Z	Z99
زغرط	Z	Z99
زغبي	Z	Z99
زغبر	B	B1
أزغب	O	O4.1
زعانف	M	M4/B5
زغد-	A	A1.1.1
زغد	Z	Z99
زغرب	Z	Z99
زغاري	Z	Z99
زغر-	B	B1
زغدة	A	A1.1.1
زفيف	Z	Z99
مزفة	Z	Z99
زقزق	X	X3.2
زقزاق	L	L2
زقاقي	Z	Z99
زق	Z	Z99
زق-	F	F1
زقازيق	Z	Z99
زقلة	O	O2/G2.1
أزقم	Z	Z99
زقم-	B	B1
زقيلة	M	M3
زقلي	O	O2/G2.1
زفن-	K	K1
مزفلت	H	H1
تزفيت	Z	Z99
زفر-	B	B1
مزفتة	Z	Z99
زفت	O	O1
زفزف	O	O2
زفلتة	O	O4.1/M3
زفزاف	Z	Z99
زفزفة	X	X3.2
متزلف	S	S7.2+/N5.2+/S2mf
زلق-	A	A5.3
زنديق	S	S9/S2mf
زنار	B	B5
تزندق	Z	Z99
زند	O	O1.1
زنزلخت	Z	Z99
زنطارية	B	B2
زنقة	H	H3
زنق	Z	Z99
زنق-	A	A1.7
زنغانة	Z	Z99
زنخ	O	O4.2
زنخ-	Z	Z99
زنبيل	O	O2
زنتري	B	B2
زنبق	L	L3
زنبرك	O	O2
زنبور	L	L2mfn
زنجبار	Z	Z99
زنجبيل	O	O4.3
زنجفر	Z	Z99
زنجير	S	S5+/I2.1c
زنجار	Z	Z99
زنجر	Z	Z99
زناق	B	B5
زنيم	A	A5.1
زهار	L	L3/S2mfn
زهراء	Z	Z99
زهراوي	E	E4.1
زهراني	Z	Z99
زهرية	Z	Z99
مزاهر	K	K2
إزهار	Z	Z99
تزهير	L	L3
مزهرية	O	O2
زهر-	W	W2
تزهد	Z	Z99
زهانجيانغ	Z	Z99
زهد-	X	X2.1
زانية	G	G2.2-/S3.2/S2.1f
زناء	G	G2.2-/S3.2
زنمردة	Z	Z99
زهادة	N	N3.2
زهدي	Z	Z99
ٱستزهد	Z	Z99
تزنبر	Z	Z99
زنأة	A	A9
زمم	O	O2
مزموم	Z	Z99
زلمان	Z	Z99
زلوم	Z	Z99
زلومة	Z	Z99
زمجرة	Q	Q2.2/E3
زمر	A	A1.1.1
زمر-	S	S8
زمخشري	Z	Z99
زلم	Z	Z99
منزلق	M	M1
تزلق	M	M1
زلق	O	O4.5
أزلق	Z	Z99
زلقة	M	M1
زلاقة	Z	Z99
مزلقة	Z	Z99
مزلق	Z	Z99
زموري	Z	Z99
زمار	K	K2/S2mf
زمين	Z	Z99
زمانة	Z	Z99
زمنة	Z	Z99
أزمن	N	N5.2
زمن-	Z	Z99
مزمان	Z	Z99
زمهر	Z	Z99
زنأ	A	A1.7
زنأ-	A	A9
زمهرير	Z	Z99
ٱزمهر	Z	Z99
زمالكي	Z	Z5
زملة	Z	Z99
زمزم	X	X3.2
زمزمية	F	F1/H1
زمردي	O	O4.3
زمرد	O	O4.3
زمارة	K	K2
زمزمة	L	L2mfn
زمط-	A	A1.7
تزامل	Z	Z99
أزمع	X	X6
زمع	X	X6
زمط	A	A1.7
سبيسي	F	F3
تسبسب	M	M4
ٱنسرق	Z	Z99
سرفانتس	Z	Z99
مسرف	N	N5.2
سرعسكر	N	N5
سراق	G	G2.1-/S2mf
منسرق	G	G2.1
سرقين	B	B1
سرقسطي	Z	Z99
سرقسطة	Z	Z99
مستسرق	A	A10
يسروع	L	L2mfn
مسارع	M	M3/N3.8
سرط-	B	B1
تسرط	B	B1
سرسام	Z	Z99
سراس	O	O1
ٱسترط	B	B1
سراط	M	M3
مسارعة	N	N3.8
سراع	N	N3.8
سرع	O	O2
سرك	K	K1
سركي	Z	Z99
سرياوران	Z	Z99
سريبان	Z	Z99
سريالية	C	C1
سارية	E	E1
سريلانكا	Z	Z99
سريلانكي	Z	Z99
سطات	Z	Z99
سزموغرافي	Z	Z99
سزموغراف	Z	Z99
سرينغار	Z	Z99
سروال	B	B5
سرمدي	T	T2
سرمدية	T	T2
سرمان	Z	Z99
سرم	B	B1
سركيس	Z	Z99
سرنديب	Z	Z99
سرنديبي	Z	Z5
تسرية	X	X5.1
سراة	S	S7.1
سرو	Z	Z99
ٱنسرى	Z	Z99
سردينيا	Z	Z2
سردوك	Z	Z99
ٱستسراري	Z	Z99
سراي	H	H1/S7.1
ٱستسرار	Z	Z99
مستسر	Z	Z99
سرب-	M	M4
سارب	A	A11.2
مسرب	M	M6
سربة	L	L2/N5
ٱنسرب	M	M7/A10
أسارير	Z	Z99
سذاب	E	E4.2
سداة	O	O4.1
أسدى	Q	Q2.2
سذبي	Z	Z99
سرر	E	E4.1
سرار	Z	Z99
ٱستسر	Z	Z99
تسار	Z	Z99
تسرر	Z	Z99
ساربة	Z	Z99
سربل	B	B5
سارح	X	X5.1
منسرح	X	X5.1
سريح	Z	Z99
ٱنسرح	Z	Z99
سرح	A	A11.1
سرحان	L	L2mfn
ساروخ	G	G3
سردار	Z	Z99
مسرد	Q	Q4.1
سريدة	I	I1
سرخس	L	L3
سرجين	B	B1
مسرجة	O	O2/W2
